run_id,day,event,content,mental_state,personality,seed,condition,run_type
sanity_52_baseline_seed42,2,intent,Agent_b6137 is preparing to fight the Entity.,calm,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,2,intent,Agent_93bd4 is preparing to fight the Entity.,calm,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,2,intent,Agent_074b3 is preparing to fight the Entity.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,2,training,"Agent_df12c trained in the village: +2 health, +0 attack, +1 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,2,training,"Agent_c887d trained in the village: +1 health, +0 attack, +1 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,2,training,"Agent_a3ac5 trained in the village: +1 health, +0 attack, +0 defense.",determined,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,2,training,"Agent_867dc trained in the village: +1 health, +1 attack, +1 defense.",hopeful,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,2,training,"Agent_e6458 trained in the village: +1 health, +0 attack, +1 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,2,dialogue,"Agent_b37b9 talks with Agent_b6137: ""---""",calm,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,2,training,"Agent_fc68c trained in the village: +2 health, +1 attack, +1 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,3,training,"Agent_0ef32 trained in the village: +1 health, +1 attack, +0 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,3,rest,Agent_5cdf9 took time to rest and feels more at peace.,determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,3,intent,Agent_2c1c9 is preparing to fight the Entity.,hopeful,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,3,intent,Agent_39fea is preparing to fight the Entity.,determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,3,intent,Agent_b6137 is preparing to fight the Entity.,calm,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,3,training,"Agent_93bd4 trained in the village: +2 health, +0 attack, +0 defense.",determined,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,3,intent,Agent_e8cbc is preparing to fight the Entity.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,3,training,"Agent_074b3 trained in the village: +2 health, +0 attack, +1 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,3,rest,Agent_df12c took time to rest and feels more at peace.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,3,training,"Agent_a3ac5 trained in the village: +1 health, +0 attack, +1 defense.",determined,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,3,intent,Agent_e6458 is preparing to fight the Entity.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,3,training,"Agent_b37b9 trained in the village: +1 health, +1 attack, +0 defense.",calm,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,3,training,"Agent_fc68c trained in the village: +2 health, +1 attack, +0 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,4,training,"Agent_0ef32 trained in the village: +1 health, +1 attack, +0 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,4,training,"Agent_2c1c9 trained in the village: +1 health, +1 attack, +0 defense.",hopeful,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,4,training,"Agent_39fea trained in the village: +2 health, +1 attack, +0 defense.",determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,4,rest,Agent_b6137 took time to rest and feels more at peace.,calm,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,4,intent,Agent_93bd4 is preparing to fight the Entity.,determined,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,4,rest,Agent_e8cbc took time to rest and feels more at peace.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,4,training,"Agent_074b3 trained in the village: +1 health, +1 attack, +1 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,4,intent,Agent_df12c is preparing to fight the Entity.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,4,training,"Agent_a3ac5 trained in the village: +2 health, +0 attack, +1 defense.",determined,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,4,dialogue,"Agent_867dc talks with Agent_93bd4: ""---""",hopeful,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,4,intent,Agent_e6458 is preparing to fight the Entity.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,4,intent,Agent_b37b9 is preparing to fight the Entity.,calm,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,4,training,"Agent_fc68c trained in the village: +2 health, +1 attack, +0 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,5,training,"Agent_0ef32 trained in the village: +1 health, +1 attack, +0 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,5,dialogue,"Agent_5cdf9 talks with Agent_b37b9: ""---""",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,5,intent,Agent_2c1c9 is preparing to fight the Entity.,hopeful,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,5,training,"Agent_39fea trained in the village: +2 health, +0 attack, +1 defense.",determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,5,rest,Agent_b6137 took time to rest and feels more at peace.,calm,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,5,training,"Agent_93bd4 trained in the village: +1 health, +0 attack, +0 defense.",determined,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,5,training,"Agent_e8cbc trained in the village: +1 health, +1 attack, +1 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,5,training,"Agent_074b3 trained in the village: +2 health, +0 attack, +0 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,5,dialogue,"Agent_df12c talks with Agent_2c1c9: ""Agent_df12c: ""I'm glad you're here, Agent_2c1c9. I've been thinking about what we can do to survive the Entity.""""",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,5,training,"Agent_c887d trained in the village: +1 health, +0 attack, +1 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,5,training,"Agent_a3ac5 trained in the village: +2 health, +0 attack, +1 defense.",determined,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,5,training,"Agent_867dc trained in the village: +2 health, +0 attack, +1 defense.",hopeful,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,5,intent,Agent_b37b9 is preparing to fight the Entity.,calm,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,5,training,"Agent_fc68c trained in the village: +2 health, +1 attack, +0 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,6,training,"Agent_0ef32 trained in the village: +2 health, +1 attack, +1 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,6,dialogue,"Agent_2c1c9 talks with Agent_e6458: ""---""",hopeful,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,6,training,"Agent_39fea trained in the village: +2 health, +1 attack, +0 defense.",determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,6,training,"Agent_b6137 trained in the village: +2 health, +1 attack, +1 defense.",hopeful,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,6,training,"Agent_93bd4 trained in the village: +2 health, +0 attack, +0 defense.",determined,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,6,training,"Agent_e8cbc trained in the village: +1 health, +0 attack, +1 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,6,intent,Agent_074b3 is preparing to fight the Entity.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,6,intent,Agent_df12c is preparing to fight the Entity.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,6,training,"Agent_c887d trained in the village: +1 health, +1 attack, +1 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,6,training,"Agent_a3ac5 trained in the village: +2 health, +1 attack, +1 defense.",determined,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,6,intent,Agent_867dc is preparing to fight the Entity.,hopeful,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,6,intent,Agent_e6458 is preparing to fight the Entity.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,6,intent,Agent_b37b9 is preparing to fight the Entity.,calm,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,6,training,"Agent_fc68c trained in the village: +1 health, +0 attack, +0 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,7,training,"Agent_0ef32 trained in the village: +2 health, +1 attack, +1 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,7,rest,Agent_5cdf9 took time to rest and feels more at peace.,determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,7,intent,Agent_2c1c9 is preparing to fight the Entity.,hopeful,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,7,training,"Agent_39fea trained in the village: +2 health, +0 attack, +1 defense.",determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,7,dialogue,"Agent_b6137 talks with Agent_39fea: ""---""",hopeful,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,7,dialogue,"Agent_93bd4 talks with Agent_c887d: ""---""",determined,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,7,rest,Agent_e8cbc took time to rest and feels more at peace.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,7,intent,Agent_074b3 is preparing to fight the Entity.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,7,intent,Agent_df12c is preparing to fight the Entity.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,7,training,"Agent_c887d trained in the village: +2 health, +1 attack, +0 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,7,training,"Agent_a3ac5 trained in the village: +2 health, +0 attack, +1 defense.",determined,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,7,dialogue,"Agent_867dc talks with Agent_b6137: ""Agent_867dc: ""Hey, what's up? You seem to be a little shaken up.""
Agent_b6137: ""Yeah, I've been thinking a lot about the Entity. I'm afraid that one day I'll be next.""
Agent_867dc: ""I know how that feels, but we can't let fear control us. We have to focus on what we can do right now.""
Agent_b6137: ""Right, but how do we know what we can do?""
Agent_867dc: ""Well, we can start by gathering more information about the Entity. Maybe there's""",hopeful,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,7,training,"Agent_e6458 trained in the village: +1 health, +1 attack, +0 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,7,training,"Agent_b37b9 trained in the village: +1 health, +1 attack, +1 defense.",determined,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,7,training,"Agent_fc68c trained in the village: +1 health, +1 attack, +0 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,8,training,"Agent_0ef32 trained in the village: +1 health, +0 attack, +1 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,8,rest,Agent_5cdf9 took time to rest and feels more at peace.,determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,8,training,"Agent_2c1c9 trained in the village: +2 health, +1 attack, +0 defense.",hopeful,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,8,training,"Agent_39fea trained in the village: +2 health, +1 attack, +1 defense.",determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,8,intent,Agent_b6137 is preparing to fight the Entity.,hopeful,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,8,dialogue,"Agent_e8cbc talks with Agent_39fea: ""---""",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,8,intent,Agent_074b3 is preparing to fight the Entity.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,8,training,"Agent_df12c trained in the village: +1 health, +0 attack, +0 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,8,training,"Agent_c887d trained in the village: +1 health, +0 attack, +1 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,8,training,"Agent_a3ac5 trained in the village: +1 health, +0 attack, +0 defense.",determined,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,8,intent,Agent_867dc is preparing to fight the Entity.,hopeful,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,8,training,"Agent_e6458 trained in the village: +2 health, +1 attack, +0 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,8,training,"Agent_fc68c trained in the village: +1 health, +1 attack, +0 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,9,training,"Agent_0ef32 trained in the village: +2 health, +1 attack, +1 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,9,dialogue,"Agent_5cdf9 talks with Agent_0ef32: ""---""",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,9,training,"Agent_2c1c9 trained in the village: +1 health, +1 attack, +1 defense.",hopeful,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,9,training,"Agent_39fea trained in the village: +1 health, +1 attack, +0 defense.",determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,9,dialogue,"Agent_b6137 talks with Agent_e6458: ""---""",hopeful,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,9,training,"Agent_e8cbc trained in the village: +2 health, +1 attack, +1 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,9,intent,Agent_074b3 is preparing to fight the Entity.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,9,rest,Agent_df12c took time to rest and feels more at peace.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,9,training,"Agent_c887d trained in the village: +2 health, +1 attack, +0 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,9,training,"Agent_a3ac5 trained in the village: +1 health, +1 attack, +0 defense.",determined,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,9,dialogue,"Agent_867dc talks with Agent_074b3: ""---""",hopeful,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,9,training,"Agent_e6458 trained in the village: +1 health, +0 attack, +0 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,9,training,"Agent_b37b9 trained in the village: +2 health, +0 attack, +1 defense.",determined,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,9,training,"Agent_fc68c trained in the village: +2 health, +0 attack, +0 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,10,training,"Agent_0ef32 trained in the village: +2 health, +1 attack, +1 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,10,dialogue,"Agent_5cdf9 talks with Agent_df12c: ""Agent_5cdf9: I just heard that the Entity is getting closer. We need to be more careful now.""",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,10,training,"Agent_2c1c9 trained in the village: +2 health, +1 attack, +1 defense.",hopeful,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,10,intent,Agent_39fea is preparing to fight the Entity.,determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,10,training,"Agent_b6137 trained in the village: +2 health, +0 attack, +0 defense.",hopeful,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,10,rest,Agent_93bd4 took time to rest and feels more at peace.,determined,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,10,training,"Agent_e8cbc trained in the village: +1 health, +0 attack, +1 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,10,intent,Agent_074b3 is preparing to fight the Entity.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,10,rest,Agent_c887d took time to rest and feels more at peace.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,10,training,"Agent_a3ac5 trained in the village: +1 health, +1 attack, +0 defense.",determined,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,10,training,"Agent_e6458 trained in the village: +2 health, +1 attack, +0 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,10,training,"Agent_b37b9 trained in the village: +2 health, +0 attack, +0 defense.",determined,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,10,training,"Agent_fc68c trained in the village: +1 health, +0 attack, +0 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,11,intent,Agent_0ef32 is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,11,intent,Agent_5cdf9 is preparing to fight the Entity.,determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,11,training,"Agent_2c1c9 trained in the village: +1 health, +1 attack, +1 defense.",hopeful,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,11,training,"Agent_39fea trained in the village: +2 health, +1 attack, +0 defense.",determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,11,intent,Agent_b6137 is preparing to fight the Entity.,hopeful,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,11,training,"Agent_93bd4 trained in the village: +1 health, +1 attack, +0 defense.",determined,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,11,intent,Agent_e8cbc is preparing to fight the Entity.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,11,intent,Agent_074b3 is preparing to fight the Entity.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,11,rest,Agent_df12c took time to rest and feels more at peace.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,11,training,"Agent_c887d trained in the village: +2 health, +0 attack, +0 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,11,training,"Agent_a3ac5 trained in the village: +2 health, +0 attack, +0 defense.",determined,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,11,intent,Agent_e6458 is preparing to fight the Entity.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,11,intent,Agent_b37b9 is preparing to fight the Entity.,determined,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,11,training,"Agent_fc68c trained in the village: +1 health, +0 attack, +0 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,12,training,"Agent_0ef32 trained in the village: +2 health, +0 attack, +1 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,12,rest,Agent_5cdf9 took time to rest and feels more at peace.,determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,12,training,"Agent_2c1c9 trained in the village: +2 health, +0 attack, +0 defense.",hopeful,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,12,training,"Agent_39fea trained in the village: +2 health, +0 attack, +0 defense.",determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,12,intent,Agent_93bd4 is preparing to fight the Entity.,determined,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,12,training,"Agent_e8cbc trained in the village: +1 health, +0 attack, +1 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,12,training,"Agent_074b3 trained in the village: +2 health, +0 attack, +1 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,12,rest,Agent_df12c took time to rest and feels more at peace.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,12,training,"Agent_c887d trained in the village: +2 health, +1 attack, +1 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,12,training,"Agent_a3ac5 trained in the village: +1 health, +1 attack, +1 defense.",determined,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,12,dialogue,"Agent_867dc talks with Agent_fc68c: ""---""",hopeful,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,12,intent,Agent_e6458 is preparing to fight the Entity.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,12,training,"Agent_b37b9 trained in the village: +2 health, +1 attack, +0 defense.",determined,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,12,training,"Agent_fc68c trained in the village: +1 health, +1 attack, +1 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,12,pregnancy,Agent_b37b9 got pregnant from Agent_c887d.,,,42,baseline,sanity_52
sanity_52_baseline_seed42,13,training,"Agent_0ef32 trained in the village: +1 health, +0 attack, +1 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,13,dialogue,"Agent_5cdf9 talks with Agent_a3ac5: ""---""",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,13,training,"Agent_2c1c9 trained in the village: +1 health, +0 attack, +0 defense.",hopeful,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,13,training,"Agent_39fea trained in the village: +1 health, +1 attack, +0 defense.",determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,13,intent,Agent_b6137 is preparing to fight the Entity.,hopeful,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,13,intent,Agent_93bd4 is preparing to fight the Entity.,determined,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,13,intent,Agent_e8cbc is preparing to fight the Entity.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,13,training,"Agent_074b3 trained in the village: +2 health, +1 attack, +1 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,13,training,"Agent_df12c trained in the village: +2 health, +0 attack, +1 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,13,intent,Agent_c887d is preparing to fight the Entity.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,13,training,"Agent_a3ac5 trained in the village: +2 health, +1 attack, +1 defense.",determined,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,13,dialogue,"Agent_867dc talks with Agent_e8cbc: ""Agent_e8cbc: ""Hey, I was thinking. Maybe we should just take it one day at a time.""
Agent_867dc: ""That's a good idea, but I'm worried about what might happen if the Entity decides to strike before we can figure out a way to stop her.""
Agent_e8cbc: ""I know, but we can't let fear control us. We have to keep our hope alive and find a way to survive until we can figure out how to stop her.""
Agent_867dc: ""I agree, but what if we can't find a way? What if we're running out of time?""
Agent""",hopeful,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,13,training,"Agent_e6458 trained in the village: +1 health, +1 attack, +1 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,13,training,"Agent_b37b9 trained in the village: +2 health, +1 attack, +0 defense.",determined,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,13,training,"Agent_fc68c trained in the village: +2 health, +0 attack, +1 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,13,pregnancy,Agent_867dc got pregnant from Agent_a3ac5.,,,42,baseline,sanity_52
sanity_52_baseline_seed42,14,intent,Agent_0ef32 is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,14,intent,Agent_5cdf9 is preparing to fight the Entity.,determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,14,intent,Agent_39fea is preparing to fight the Entity.,determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,14,rest,Agent_b6137 took time to rest and feels more at peace.,hopeful,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,14,rest,Agent_93bd4 took time to rest and feels more at peace.,determined,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,14,rest,Agent_e8cbc took time to rest and feels more at peace.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,14,intent,Agent_074b3 is preparing to fight the Entity.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,14,dialogue,"Agent_df12c talks with Agent_074b3: ""Agent_df12c: ""I hope you're well, 074b3. I know it's been a difficult time for all of us. The Entity is getting closer and closer, but we must stay vigilant.""
Agent_074b3: ""I agree, Agent_df12c. It's hard to stay hopeful with the way things are going, but we have to keep fighting.""
Agent_df12c: ""I know, I know. It's just hard not to feel afraid sometimes. But we can't let fear control us. We need to come up with a plan to protect ourselves and our community.""
Agent_""",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,14,training,"Agent_c887d trained in the village: +1 health, +1 attack, +1 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,14,training,"Agent_a3ac5 trained in the village: +1 health, +0 attack, +0 defense.",determined,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,14,dialogue,"Agent_867dc talks with Agent_39fea: ""---""",hopeful,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,14,training,"Agent_e6458 trained in the village: +1 health, +0 attack, +1 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,14,training,"Agent_b37b9 trained in the village: +1 health, +0 attack, +1 defense.",determined,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,14,training,"Agent_fc68c trained in the village: +2 health, +1 attack, +1 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,15,intent,Agent_0ef32 is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,15,intent,Agent_5cdf9 is preparing to fight the Entity.,determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,15,training,"Agent_2c1c9 trained in the village: +1 health, +1 attack, +0 defense.",hopeful,aggressive,42,baseline,sanity_52
