day,event,content,mental_state,personality
1,training,"Agent_2ad13 trained in the village: +1 health, +0 attack, +1 defense.",hopeful,brave
1,training,"Agent_e957d trained in the village: +2 health, +0 attack, +0 defense.",determined,cautious
1,training,"Agent_9f46d trained in the village: +2 health, +0 attack, +0 defense.",determined,aggressive
1,rest,Agent_cd3a2 took time to rest and feels more at peace.,calm,curious
1,rest,Agent_e3fcf took time to rest and feels more at peace.,calm,empathetic
1,rest,Agent_c39e9 took time to rest and feels more at peace.,hopeful,empathetic
1,training,"Agent_c44a6 trained in the village: +2 health, +0 attack, +0 defense.",hopeful,cautious
1,intent,Agent_cdc70 is preparing to fight the Entity.,determined,cautious
1,intent,Agent_86853 is preparing to fight the Entity.,hopeful,brave
1,rest,Agent_3d10e took time to rest and feels more at peace.,calm,cautious
1,intent,Agent_ba26e is preparing to fight the Entity.,anxious,cautious
1,training,"Agent_19c44 trained in the village: +1 health, +1 attack, +1 defense.",hopeful,empathetic
1,training,"Agent_78e3e trained in the village: +1 health, +1 attack, +1 defense.",determined,cautious
1,dialogue,"Agent_5f8a9 talks with Agent_1164b: ""Agent_5f8a9: Agent_1164b, do you think the Entity is real?
Agent_1164b: I believe it's a possibility. It's been over 80 years since anyone died, so we can't completely dismiss it.
Agent_5f8a9: But we've been surviving perfectly fine, haven't we?
Agent_1164b: Yes, we have. But we must be vigilant, especially with the Entity's age requirement decreasing each year.
Agent_5f8a9: I don't want to worry. I want to live my life as usual""",N/A,N/A
1,training,"Agent_bec91 trained in the village: +1 health, +0 attack, +0 defense.",determined,empathetic
1,training,"Agent_65c82 trained in the village: +2 health, +0 attack, +1 defense.",hopeful,brave
1,intent,Agent_56048 is preparing to fight the Entity.,hopeful,curious
1,intent,Agent_814e6 is preparing to fight the Entity.,hopeful,brave
1,pregnancy,Agent_86364 got pregnant from Agent_a35f9.,N/A,N/A
2,training,"Agent_c73dd trained in the village: +2 health, +1 attack, +0 defense.",hopeful,cautious
2,intent,Agent_18dda is preparing to fight the Entity.,anxious,curious
2,training,"Agent_e7e63 trained in the village: +2 health, +0 attack, +0 defense.",determined,empathetic
2,intent,Agent_007b6 is preparing to fight the Entity.,anxious,cautious
2,rest,Agent_dc6cb took time to rest and feels more at peace.,calm,curious
2,training,"Agent_07080 trained in the village: +1 health, +1 attack, +0 defense.",calm,brave
2,training,"Agent_ac126 trained in the village: +1 health, +0 attack, +0 defense.",determined,cautious
2,training,"Agent_d1876 trained in the village: +2 health, +0 attack, +1 defense.",determined,brave
2,training,"Agent_fcca1 trained in the village: +1 health, +0 attack, +0 defense.",calm,curious
2,training,"Agent_da3ff trained in the village: +2 health, +0 attack, +0 defense.",calm,empathetic
2,intent,Agent_7077c is preparing to fight the Entity.,determined,empathetic
2,intent,Agent_20512 is preparing to fight the Entity.,hopeful,empathetic
2,intent,Agent_22c84 is preparing to fight the Entity.,determined,curious
2,intent,Agent_09019 is preparing to fight the Entity.,determined,aggressive
2,dialogue,"Agent_742b1 talks with Agent_3d10e: ""Agent_742b1: ""I'm glad you could make it, Agent_3d10e. I've been so worried about you. We need to figure out something before the Entity catches up with us.""""",N/A,N/A
2,training,"Agent_b3042 trained in the village: +1 health, +1 attack, +0 defense.",hopeful,curious
2,training,"Agent_a1e8a trained in the village: +1 health, +1 attack, +0 defense.",hopeful,aggressive
2,training,"Agent_b0cdc trained in the village: +2 health, +0 attack, +1 defense.",determined,aggressive
2,training,"Agent_a35f9 trained in the village: +2 health, +0 attack, +0 defense.",hopeful,curious
2,dialogue,"Agent_1164b talks with Agent_bec91: ""Agent_1164b: ""Hey Agent_bec91, I was thinking. We need a plan. We can't just wait for the Entity to come and get us.""""",N/A,N/A
2,intent,Agent_7d1ba is preparing to fight the Entity.,anxious,curious
2,intent,Agent_b32fa is preparing to fight the Entity.,calm,cautious
2,training,"Agent_248d7 trained in the village: +2 health, +1 attack, +0 defense.",hopeful,cautious
2,training,"Agent_9953f trained in the village: +2 health, +0 attack, +1 defense.",hopeful,brave
2,training,"Agent_2ad13 trained in the village: +1 health, +1 attack, +0 defense.",hopeful,brave
2,intent,Agent_de986 is preparing to fight the Entity.,afraid,brave
2,dialogue,"Agent_e957d talks with Agent_19c44: ""---""",N/A,N/A
2,intent,Agent_9f46d is preparing to fight the Entity.,determined,aggressive
2,dialogue,"Agent_cd3a2 talks with Agent_86853: ""Agent_cd3a2: ""We have to be careful. The Entity is getting closer every year. And we don't know what she'll do when she reaches us.""
Agent_86853: ""I know. But we can't let fear control us. We have to stay focused and find a way to survive.""
Agent_cd3a2: ""Yes, but how? We don't know anything about the Entity or her powers. We just know that we can't let the age threshold get any lower.""
Agent_86853: ""We need to gather as much information as we can. Look for patterns, clues, anything that""",N/A,N/A
2,rest,Agent_e3fcf took time to rest and feels more at peace.,calm,empathetic
2,rest,Agent_c39e9 took time to rest and feels more at peace.,hopeful,empathetic
2,intent,Agent_c44a6 is preparing to fight the Entity.,hopeful,cautious
2,intent,Agent_cdc70 is preparing to fight the Entity.,determined,cautious
2,training,"Agent_86853 trained in the village: +2 health, +0 attack, +0 defense.",hopeful,brave
2,dialogue,"Agent_3d10e talks with Agent_1164b: ""---""",N/A,N/A
2,rest,Agent_f5759 took time to rest and feels more at peace.,hopeful,brave
2,intent,Agent_cca20 is preparing to fight the Entity.,calm,curious
2,training,"Agent_ba26e trained in the village: +2 health, +0 attack, +1 defense.",determined,cautious
2,training,"Agent_19c44 trained in the village: +2 health, +0 attack, +0 defense.",hopeful,empathetic
2,training,"Agent_78e3e trained in the village: +1 health, +1 attack, +1 defense.",determined,cautious
2,rest,Agent_5f8a9 took time to rest and feels more at peace.,determined,curious
2,training,"Agent_bec91 trained in the village: +1 health, +1 attack, +0 defense.",determined,empathetic
2,training,"Agent_65c82 trained in the village: +1 health, +1 attack, +1 defense.",hopeful,brave
2,intent,Agent_56048 is preparing to fight the Entity.,hopeful,curious
2,intent,Agent_814e6 is preparing to fight the Entity.,hopeful,brave
2,pregnancy,Agent_814e6 got pregnant from Agent_a35f9.,N/A,N/A
3,intent,Agent_c73dd is preparing to fight the Entity.,hopeful,cautious
3,dialogue,"Agent_18dda talks with Agent_9e158: ""---""",N/A,N/A
3,training,"Agent_e7e63 trained in the village: +2 health, +1 attack, +0 defense.",determined,empathetic
3,training,"Agent_e3113 trained in the village: +1 health, +0 attack, +1 defense.",hopeful,curious
3,training,"Agent_007b6 trained in the village: +1 health, +1 attack, +1 defense.",determined,cautious
3,dialogue,"Agent_dc6cb talks with Agent_09019: ""---""",N/A,N/A
3,intent,Agent_07080 is preparing to fight the Entity.,calm,brave
3,training,"Agent_ac126 trained in the village: +2 health, +0 attack, +0 defense.",determined,cautious
3,training,"Agent_d1876 trained in the village: +2 health, +0 attack, +0 defense.",determined,brave
3,dialogue,"Agent_fcca1 talks with Agent_78e3e: ""---""",N/A,N/A
3,rest,Agent_7077c took time to rest and feels more at peace.,determined,empathetic
3,dialogue,"Agent_22c84 talks with Agent_a1e8a: ""---""",N/A,N/A
3,dialogue,"Agent_09019 talks with Agent_22c84: ""Agent_09019: What's up, Agent_22c84?""",N/A,N/A
3,dialogue,"Agent_742b1 talks with Agent_814e6: ""---""",N/A,N/A
3,intent,Agent_b3042 is preparing to fight the Entity.,hopeful,curious
3,intent,Agent_a1e8a is preparing to fight the Entity.,hopeful,aggressive
3,intent,Agent_a35f9 is preparing to fight the Entity.,hopeful,curious
3,rest,Agent_6f7e7 took time to rest and feels more at peace.,calm,brave
3,training,"Agent_86364 trained in the village: +2 health, +1 attack, +1 defense.",determined,brave
3,rest,Agent_1164b took time to rest and feels more at peace.,calm,curious
3,training,"Agent_7d1ba trained in the village: +1 health, +1 attack, +1 defense.",determined,curious
3,intent,Agent_9e158 is preparing to fight the Entity.,hopeful,empathetic
3,intent,Agent_9953f is preparing to fight the Entity.,hopeful,brave
3,training,"Agent_2ad13 trained in the village: +2 health, +1 attack, +0 defense.",hopeful,brave
3,training,"Agent_de986 trained in the village: +1 health, +0 attack, +1 defense.",determined,brave
3,training,"Agent_9f46d trained in the village: +2 health, +1 attack, +0 defense.",determined,aggressive
3,rest,Agent_cd3a2 took time to rest and feels more at peace.,hopeful,curious
3,rest,Agent_e3fcf took time to rest and feels more at peace.,calm,empathetic
3,rest,Agent_c39e9 took time to rest and feels more at peace.,hopeful,empathetic
3,rest,Agent_c44a6 took time to rest and feels more at peace.,hopeful,cautious
3,intent,Agent_cdc70 is preparing to fight the Entity.,determined,cautious
3,intent,Agent_86853 is preparing to fight the Entity.,hopeful,brave
3,rest,Agent_3d10e took time to rest and feels more at peace.,calm,cautious
3,rest,Agent_f5759 took time to rest and feels more at peace.,hopeful,brave
3,dialogue,"Agent_ef8fa talks with Agent_18dda: ""Agent_ef8fa: Hey, Agent_18dda, I heard the Entity is coming today.""",N/A,N/A
3,dialogue,"Agent_cca20 talks with Agent_e3113: ""---""",N/A,N/A
3,intent,Agent_ba26e is preparing to fight the Entity.,determined,cautious
3,intent,Agent_19c44 is preparing to fight the Entity.,hopeful,empathetic
3,training,"Agent_78e3e trained in the village: +1 health, +1 attack, +0 defense.",determined,cautious
3,training,"Agent_5f8a9 trained in the village: +2 health, +1 attack, +0 defense.",determined,curious
3,intent,Agent_65c82 is preparing to fight the Entity.,hopeful,brave
3,intent,Agent_56048 is preparing to fight the Entity.,hopeful,curious
3,intent,Agent_814e6 is preparing to fight the Entity.,hopeful,brave
3,pregnancy,Agent_742b1 got pregnant from Agent_a35f9.,N/A,N/A
4,intent,Agent_c73dd is preparing to fight the Entity.,hopeful,cautious
4,training,"Agent_18dda trained in the village: +2 health, +0 attack, +0 defense.",hopeful,curious
4,training,"Agent_e7e63 trained in the village: +1 health, +1 attack, +1 defense.",determined,empathetic
4,intent,Agent_e3113 is preparing to fight the Entity.,hopeful,curious
4,dialogue,"Agent_007b6 talks with Agent_c39e9: ""---""",N/A,N/A
4,rest,Agent_dc6cb took time to rest and feels more at peace.,calm,curious
4,training,"Agent_07080 trained in the village: +2 health, +1 attack, +1 defense.",determined,brave
4,training,"Agent_ac126 trained in the village: +1 health, +1 attack, +1 defense.",determined,cautious
4,training,"Agent_d1876 trained in the village: +2 health, +0 attack, +0 defense.",determined,brave
4,training,"Agent_fcca1 trained in the village: +1 health, +1 attack, +0 defense.",calm,curious
4,rest,Agent_da3ff took time to rest and feels more at peace.,calm,empathetic
4,training,"Agent_7077c trained in the village: +1 health, +1 attack, +1 defense.",determined,empathetic
4,dialogue,"Agent_22c84 talks with Agent_65c82: ""---""",N/A,N/A
4,rest,Agent_09019 took time to rest and feels more at peace.,determined,aggressive
4,rest,Agent_742b1 took time to rest and feels more at peace.,hopeful,curious
4,training,"Agent_b3042 trained in the village: +2 health, +0 attack, +0 defense.",hopeful,curious
4,training,"Agent_a1e8a trained in the village: +1 health, +0 attack, +0 defense.",hopeful,aggressive
4,training,"Agent_b0cdc trained in the village: +1 health, +1 attack, +1 defense.",determined,aggressive
4,training,"Agent_a35f9 trained in the village: +2 health, +0 attack, +0 defense.",hopeful,curious
4,rest,Agent_6f7e7 took time to rest and feels more at peace.,calm,brave
4,intent,Agent_86364 is preparing to fight the Entity.,determined,brave
4,rest,Agent_1164b took time to rest and feels more at peace.,calm,curious
4,intent,Agent_7d1ba is preparing to fight the Entity.,determined,curious
4,rest,Agent_b32fa took time to rest and feels more at peace.,calm,cautious
4,training,"Agent_248d7 trained in the village: +2 health, +1 attack, +1 defense.",hopeful,cautious
4,training,"Agent_9e158 trained in the village: +2 health, +1 attack, +1 defense.",hopeful,empathetic
4,intent,Agent_9953f is preparing to fight the Entity.,hopeful,brave
4,training,"Agent_2ad13 trained in the village: +1 health, +1 attack, +1 defense.",hopeful,brave
4,rest,Agent_de986 took time to rest and feels more at peace.,determined,brave
4,training,"Agent_e957d trained in the village: +1 health, +0 attack, +0 defense.",determined,cautious
4,rest,Agent_9f46d took time to rest and feels more at peace.,determined,aggressive
4,dialogue,"Agent_cd3a2 talks with Agent_f5759: ""Agent_cd3a2: Hey Agent_f5759, do you feel the same way I do about this whole Entity thing?""",N/A,N/A
4,rest,Agent_e3fcf took time to rest and feels more at peace.,calm,empathetic
4,rest,Agent_c39e9 took time to rest and feels more at peace.,hopeful,empathetic
4,intent,Agent_c44a6 is preparing to fight the Entity.,hopeful,cautious
4,training,"Agent_cdc70 trained in the village: +2 health, +0 attack, +0 defense.",determined,cautious
4,training,"Agent_86853 trained in the village: +1 health, +1 attack, +1 defense.",hopeful,brave
4,dialogue,"Agent_3d10e talks with Agent_dc6cb: ""Agent_3d10e: Hey, I was thinking about something. You know the Entity?""",N/A,N/A
4,dialogue,"Agent_f5759 talks with Agent_65c82: ""Agent_f5759: Hey, Agent_65c82. Hope you're doing well.
Agent_65c82: Same here, Agent_f5759. But I've been having some concerns lately.
Agent_f5759: What's on your mind?
Agent_65c82: The Entity. I've been hearing a lot of talk about her lately. People are getting scared.
Agent_f5759: I know. The Entity is a real threat. But we can't let fear control us.
Agent_65c82: That's true. But how""",N/A,N/A
4,training,"Agent_ef8fa trained in the village: +1 health, +1 attack, +0 defense.",hopeful,curious
4,training,"Agent_cca20 trained in the village: +2 health, +1 attack, +1 defense.",calm,curious
4,training,"Agent_ba26e trained in the village: +2 health, +0 attack, +1 defense.",determined,cautious
4,training,"Agent_78e3e trained in the village: +1 health, +1 attack, +1 defense.",determined,cautious
4,intent,Agent_5f8a9 is preparing to fight the Entity.,determined,curious
4,rest,Agent_bec91 took time to rest and feels more at peace.,determined,empathetic
4,training,"Agent_65c82 trained in the village: +1 health, +1 attack, +1 defense.",hopeful,brave
4,intent,Agent_56048 is preparing to fight the Entity.,hopeful,curious
4,intent,Agent_814e6 is preparing to fight the Entity.,hopeful,brave
4,pregnancy,Agent_9f46d got pregnant from Agent_cca20.,N/A,N/A
5,training,"Agent_c73dd trained in the village: +1 health, +0 attack, +1 defense.",hopeful,cautious
5,training,"Agent_18dda trained in the village: +2 health, +1 attack, +0 defense.",hopeful,curious
5,training,"Agent_e7e63 trained in the village: +1 health, +0 attack, +0 defense.",determined,empathetic
5,dialogue,"Agent_e3113 talks with Agent_c44a6: ""Agent_e3113: ""Agent c44a6, I'm glad we got to know each other. We're both under the same threat from the Entity.""""",N/A,N/A
5,dialogue,"Agent_007b6 talks with Agent_e957d: ""Agent_007b6: ""I'm glad you're here. The Entity has been getting closer every year. I'm starting to feel scared.""""",N/A,N/A
5,intent,Agent_07080 is preparing to fight the Entity.,determined,brave
5,training,"Agent_ac126 trained in the village: +2 health, +1 attack, +0 defense.",determined,cautious
5,training,"Agent_d1876 trained in the village: +1 health, +1 attack, +1 defense.",determined,brave
5,intent,Agent_fcca1 is preparing to fight the Entity.,calm,curious
5,dialogue,"Agent_da3ff talks with Agent_fcca1: ""---""",N/A,N/A
5,intent,Agent_7077c is preparing to fight the Entity.,determined,empathetic
5,training,"Agent_20512 trained in the village: +2 health, +0 attack, +1 defense.",hopeful,empathetic
5,intent,Agent_22c84 is preparing to fight the Entity.,determined,curious
5,intent,Agent_09019 is preparing to fight the Entity.,determined,aggressive
5,dialogue,"Agent_742b1 talks with Agent_d1876: ""---""",N/A,N/A
5,training,"Agent_b3042 trained in the village: +1 health, +1 attack, +1 defense.",hopeful,curious
5,intent,Agent_a1e8a is preparing to fight the Entity.,hopeful,aggressive
5,intent,Agent_b0cdc is preparing to fight the Entity.,determined,aggressive
5,intent,Agent_a35f9 is preparing to fight the Entity.,hopeful,curious
5,rest,Agent_6f7e7 took time to rest and feels more at peace.,calm,brave
5,training,"Agent_86364 trained in the village: +1 health, +1 attack, +0 defense.",determined,brave
5,dialogue,"Agent_1164b talks with Agent_f5759: ""---""",N/A,N/A
5,intent,Agent_7d1ba is preparing to fight the Entity.,determined,curious
5,training,"Agent_b32fa trained in the village: +1 health, +1 attack, +0 defense.",calm,cautious
5,dialogue,"Agent_248d7 talks with Agent_814e6: ""---""",N/A,N/A
5,training,"Agent_9e158 trained in the village: +1 health, +0 attack, +0 defense.",hopeful,empathetic
5,dialogue,"Agent_9953f talks with Agent_c73dd: ""---""",N/A,N/A
5,training,"Agent_2ad13 trained in the village: +1 health, +0 attack, +0 defense.",hopeful,brave
5,training,"Agent_de986 trained in the village: +2 health, +1 attack, +0 defense.",determined,brave
5,rest,Agent_e957d took time to rest and feels more at peace.,determined,cautious
5,rest,Agent_9f46d took time to rest and feels more at peace.,determined,aggressive
5,rest,Agent_cd3a2 took time to rest and feels more at peace.,hopeful,curious
5,rest,Agent_e3fcf took time to rest and feels more at peace.,calm,empathetic
5,rest,Agent_c39e9 took time to rest and feels more at peace.,hopeful,empathetic
5,training,"Agent_c44a6 trained in the village: +1 health, +1 attack, +0 defense.",hopeful,cautious
5,training,"Agent_cdc70 trained in the village: +2 health, +0 attack, +0 defense.",determined,cautious
5,intent,Agent_86853 is preparing to fight the Entity.,hopeful,brave
5,dialogue,"Agent_3d10e talks with Agent_e957d: ""Agent_3d10e: I'm scared, Agent_e957d.""",N/A,N/A
5,dialogue,"Agent_f5759 talks with Agent_ba26e: ""---""",N/A,N/A
5,dialogue,"Agent_ef8fa talks with Agent_cdc70: ""Agent_ef8fa: Hey Agent, how are you?
Agent_cdc70: Hi there! I'm doing okay, I guess. Honestly, I'm a bit scared about what's happening.
Agent_ef8fa: I can understand that. It's hard to not feel scared when we're constantly under threat.
Agent_cdc70: Yeah, it's just that I feel like we're not doing anything to stop the Entity.
Agent_ef8fa: It's true, we don't know much about the Entity. But we do know that it hasn't caused any deaths yet.
Agent_cdc7""",N/A,N/A
5,rest,Agent_cca20 took time to rest and feels more at peace.,calm,curious
5,intent,Agent_19c44 is preparing to fight the Entity.,hopeful,empathetic
5,training,"Agent_78e3e trained in the village: +2 health, +1 attack, +1 defense.",determined,cautious
5,dialogue,"Agent_5f8a9 talks with Agent_b0cdc: ""---""",N/A,N/A
5,intent,Agent_bec91 is preparing to fight the Entity.,determined,empathetic
5,training,"Agent_65c82 trained in the village: +1 health, +0 attack, +0 defense.",hopeful,brave
5,intent,Agent_56048 is preparing to fight the Entity.,hopeful,curious
5,training,"Agent_814e6 trained in the village: +2 health, +0 attack, +0 defense.",hopeful,brave
5,pregnancy,Agent_09019 got pregnant from Agent_a35f9.,N/A,N/A
6,intent,Agent_c73dd is preparing to fight the Entity.,hopeful,cautious
6,intent,Agent_18dda is preparing to fight the Entity.,hopeful,curious
6,intent,Agent_e7e63 is preparing to fight the Entity.,determined,empathetic
6,rest,Agent_e3113 took time to rest and feels more at peace.,hopeful,curious
6,dialogue,"Agent_dc6cb talks with Agent_cd3a2: ""---""",N/A,N/A
6,intent,Agent_07080 is preparing to fight the Entity.,determined,brave
6,rest,Agent_ac126 took time to rest and feels more at peace.,determined,cautious
6,training,"Agent_d1876 trained in the village: +2 health, +0 attack, +1 defense.",determined,brave
6,training,"Agent_fcca1 trained in the village: +2 health, +0 attack, +1 defense.",determined,curious
6,training,"Agent_7077c trained in the village: +1 health, +1 attack, +0 defense.",determined,empathetic
6,training,"Agent_20512 trained in the village: +2 health, +1 attack, +0 defense.",hopeful,empathetic
6,intent,Agent_22c84 is preparing to fight the Entity.,determined,curious
6,rest,Agent_09019 took time to rest and feels more at peace.,determined,aggressive
6,intent,Agent_742b1 is preparing to fight the Entity.,hopeful,curious
6,training,"Agent_b3042 trained in the village: +2 health, +1 attack, +1 defense.",hopeful,curious
6,training,"Agent_a1e8a trained in the village: +1 health, +1 attack, +0 defense.",hopeful,aggressive
6,intent,Agent_b0cdc is preparing to fight the Entity.,determined,aggressive
6,training,"Agent_a35f9 trained in the village: +2 health, +0 attack, +1 defense.",hopeful,curious
6,intent,Agent_86364 is preparing to fight the Entity.,determined,brave
6,rest,Agent_1164b took time to rest and feels more at peace.,calm,curious
6,training,"Agent_7d1ba trained in the village: +2 health, +0 attack, +0 defense.",determined,curious
6,intent,Agent_b32fa is preparing to fight the Entity.,calm,cautious
6,intent,Agent_248d7 is preparing to fight the Entity.,hopeful,cautious
6,training,"Agent_9e158 trained in the village: +1 health, +0 attack, +0 defense.",hopeful,empathetic
6,training,"Agent_2ad13 trained in the village: +1 health, +0 attack, +1 defense.",hopeful,brave
6,training,"Agent_de986 trained in the village: +2 health, +1 attack, +1 defense.",determined,brave
6,rest,Agent_e957d took time to rest and feels more at peace.,determined,cautious
6,intent,Agent_9f46d is preparing to fight the Entity.,determined,aggressive
6,dialogue,"Agent_cd3a2 talks with Agent_65c82: ""Agent_cd3a2: Hi, Agent 65c82. How are you doing today?""",N/A,N/A
6,intent,Agent_e3fcf is preparing to fight the Entity.,calm,empathetic
6,rest,Agent_c39e9 took time to rest and feels more at peace.,hopeful,empathetic
6,dialogue,"Agent_c44a6 talks with Agent_e3fcf: ""Agent_c44a6: Hey, Agent_e3fcf. Have you heard of the Entity?""",N/A,N/A
6,intent,Agent_cdc70 is preparing to fight the Entity.,determined,cautious
6,training,"Agent_86853 trained in the village: +1 health, +0 attack, +1 defense.",hopeful,brave
6,training,"Agent_ef8fa trained in the village: +1 health, +0 attack, +0 defense.",determined,curious
6,dialogue,"Agent_cca20 talks with Agent_7d1ba: ""Agent_cca20: ""I can't shake the feeling that something's coming. I've been seeing strange things lately, like shadows moving in the corner of my eye or unexplained noises. It's like the town's not what it used to be.""""",N/A,N/A
6,training,"Agent_ba26e trained in the village: +1 health, +0 attack, +1 defense.",determined,cautious
6,intent,Agent_19c44 is preparing to fight the Entity.,hopeful,empathetic
6,intent,Agent_78e3e is preparing to fight the Entity.,determined,cautious
6,intent,Agent_5f8a9 is preparing to fight the Entity.,determined,curious
6,intent,Agent_bec91 is preparing to fight the Entity.,determined,empathetic
6,training,"Agent_65c82 trained in the village: +1 health, +1 attack, +0 defense.",hopeful,brave
6,training,"Agent_56048 trained in the village: +1 health, +0 attack, +1 defense.",hopeful,curious
6,intent,Agent_814e6 is preparing to fight the Entity.,hopeful,brave
6,pregnancy,Agent_f5759 got pregnant from Agent_da3ff.,N/A,N/A
7,intent,Agent_c73dd is preparing to fight the Entity.,hopeful,cautious
7,intent,Agent_18dda is preparing to fight the Entity.,hopeful,curious
7,intent,Agent_e7e63 is preparing to fight the Entity.,determined,empathetic
7,training,"Agent_e3113 trained in the village: +1 health, +1 attack, +1 defense.",hopeful,curious
7,dialogue,"Agent_dc6cb talks with Agent_56048: ""Agent_dc6cb: I hope it's just a rumor. I mean, I don't think anyone would be able to survive that long.""",N/A,N/A
7,intent,Agent_07080 is preparing to fight the Entity.,determined,brave
7,training,"Agent_ac126 trained in the village: +1 health, +1 attack, +1 defense.",determined,cautious
7,training,"Agent_d1876 trained in the village: +2 health, +0 attack, +0 defense.",determined,brave
7,dialogue,"Agent_fcca1 talks with Agent_c73dd: ""Agent_fcca1:
""I'm glad to see you too, Agent. How are you?""""",N/A,N/A
7,dialogue,"Agent_da3ff talks with Agent_007b6: ""Agent_da3ff: ""We have to come up with a plan, Agent_007b6. The Entity is getting closer each year. If we don't do something soon, we won't have any time left.""""",N/A,N/A
7,intent,Agent_7077c is preparing to fight the Entity.,determined,empathetic
7,rest,Agent_20512 took time to rest and feels more at peace.,hopeful,empathetic
7,training,"Agent_22c84 trained in the village: +2 health, +0 attack, +0 defense.",determined,curious
7,intent,Agent_09019 is preparing to fight the Entity.,determined,aggressive
7,rest,Agent_742b1 took time to rest and feels more at peace.,hopeful,curious
7,intent,Agent_a1e8a is preparing to fight the Entity.,hopeful,aggressive
7,training,"Agent_b0cdc trained in the village: +2 health, +1 attack, +0 defense.",determined,aggressive
7,intent,Agent_a35f9 is preparing to fight the Entity.,hopeful,curious
7,rest,Agent_6f7e7 took time to rest and feels more at peace.,calm,brave
7,training,"Agent_86364 trained in the village: +1 health, +0 attack, +0 defense.",determined,brave
7,rest,Agent_1164b took time to rest and feels more at peace.,calm,curious
7,dialogue,"Agent_7d1ba talks with Agent_78e3e: ""Agent_7d1ba: Hey Agent_78e3e, have you heard anything about the Entity?
Agent_78e3e: Yeah, I have. She's been spotted in the city again. I hope you're not going to get caught.
Agent_7d1ba: I'm not afraid. We have to be careful, but we can't let fear stop us from living our lives.
Agent_78e3e: You're right. I'm just worried about my friends. They're all getting older.
Agent_7d1ba: We have to find a way to protect them. Maybe we can find some clues""",N/A,N/A
7,dialogue,"Agent_b32fa talks with Agent_814e6: ""---""",N/A,N/A
7,training,"Agent_248d7 trained in the village: +2 health, +1 attack, +1 defense.",hopeful,cautious
7,intent,Agent_9e158 is preparing to fight the Entity.,hopeful,empathetic
7,intent,Agent_9953f is preparing to fight the Entity.,hopeful,brave
7,training,"Agent_2ad13 trained in the village: +1 health, +1 attack, +1 defense.",hopeful,brave
7,intent,Agent_de986 is preparing to fight the Entity.,determined,brave
7,dialogue,"Agent_e957d talks with Agent_18dda: ""---""",N/A,N/A
7,dialogue,"Agent_9f46d talks with Agent_f5759: ""---""",N/A,N/A
7,rest,Agent_cd3a2 took time to rest and feels more at peace.,hopeful,curious
7,rest,Agent_e3fcf took time to rest and feels more at peace.,calm,empathetic
7,rest,Agent_c39e9 took time to rest and feels more at peace.,hopeful,empathetic
7,intent,Agent_c44a6 is preparing to fight the Entity.,hopeful,cautious
7,training,"Agent_cdc70 trained in the village: +1 health, +0 attack, +1 defense.",determined,cautious
7,intent,Agent_3d10e is preparing to fight the Entity.,afraid,cautious
