day,event,content,mental_state,personality
4,dialogue,"Agent_dc6cb talks with Agent_de986: ""Agent_dc6cb: Hey, Agent de986. I know you've been here a lot longer than me, so you must have seen a lot. How do you deal with this fear?""",N/A,N/A
4,training,"Agent_07080 trained in the village: +2 health, +0 attack, +1 defense.",determined,brave
4,training,"Agent_ac126 trained in the village: +2 health, +0 attack, +0 defense.",determined,cautious
4,training,"Agent_d1876 trained in the village: +1 health, +0 attack, +0 defense.",hopeful,brave
4,training,"Agent_fcca1 trained in the village: +1 health, +1 attack, +0 defense.",hopeful,curious
4,intent,Agent_da3ff is preparing to fight the Entity.,afraid,empathetic
4,training,"Agent_7077c trained in the village: +1 health, +0 attack, +0 defense.",hopeful,empathetic
4,dialogue,"Agent_20512 talks with Agent_c73dd: ""Agent_20512: ""I'm so afraid. Every day, I'm more scared of the Entity than before. I feel like I can't do anything to stop it.""""",N/A,N/A
4,training,"Agent_22c84 trained in the village: +1 health, +0 attack, +0 defense.",hopeful,curious
4,dialogue,"Agent_742b1 talks with Agent_ef8fa: ""---""",N/A,N/A
4,intent,Agent_b3042 is preparing to fight the Entity.,determined,curious
4,intent,Agent_a1e8a is preparing to fight the Entity.,determined,aggressive
4,intent,Agent_b0cdc is preparing to fight the Entity.,hopeful,aggressive
4,dialogue,"Agent_a35f9 talks with Agent_742b1: ""---""",N/A,N/A
4,rest,Agent_6f7e7 took time to rest and feels more at peace.,calm,brave
4,rest,Agent_1164b took time to rest and feels more at peace.,hopeful,curious
4,intent,Agent_7d1ba is preparing to fight the Entity.,determined,curious
4,rest,Agent_b32fa took time to rest and feels more at peace.,calm,cautious
4,intent,Agent_248d7 is preparing to fight the Entity.,calm,cautious
4,training,"Agent_9e158 trained in the village: +2 health, +0 attack, +0 defense.",hopeful,empathetic
4,dialogue,"Agent_9953f talks with Agent_2ad13: ""---""",N/A,N/A
4,training,"Agent_2ad13 trained in the village: +2 health, +0 attack, +1 defense.",determined,brave
4,rest,Agent_de986 took time to rest and feels more at peace.,determined,brave
4,intent,Agent_e957d is preparing to fight the Entity.,determined,cautious
4,intent,Agent_9f46d is preparing to fight the Entity.,determined,aggressive
4,rest,Agent_cd3a2 took time to rest and feels more at peace.,determined,curious
4,rest,Agent_e3fcf took time to rest and feels more at peace.,determined,empathetic
4,rest,Agent_c39e9 took time to rest and feels more at peace.,hopeful,empathetic
4,training,"Agent_c44a6 trained in the village: +1 health, +1 attack, +0 defense.",hopeful,cautious
4,intent,Agent_86853 is preparing to fight the Entity.,determined,brave
4,dialogue,"Agent_f5759 talks with Agent_a35f9: ""Agent_f5759: Hey, Agent_a35f9. I've been thinking. Do you think there's any chance we could escape this town and go somewhere safe?""",N/A,N/A
4,dialogue,"Agent_ef8fa talks with Agent_e957d: ""---""",N/A,N/A
4,dialogue,"Agent_ba26e talks with Agent_56048: ""Agent_ba26e: Hey there, Agent_56048. How's it going?
Agent_56048: Oh, it's going well. Just keeping a close eye on the Entity.
Agent_ba26e: Yeah, I understand. We all do.
Agent_56048: Did you hear about the recent outbreaks?
Agent_ba26e: No, I haven't. What happened?
Agent_56048: Well, it looks like the Entity is spreading her wings even further. She's now targeting younger and younger people.
Agent_ba26e: Wow""",N/A,N/A
4,intent,Agent_19c44 is preparing to fight the Entity.,hopeful,empathetic
4,rest,Agent_78e3e took time to rest and feels more at peace.,hopeful,cautious
4,intent,Agent_5f8a9 is preparing to fight the Entity.,calm,curious
4,intent,Agent_bec91 is preparing to fight the Entity.,determined,empathetic
4,dialogue,"Agent_65c82 talks with Agent_20512: ""Agent_65c82: Agent_20512, we have to leave town immediately. The Entity is coming for us.""",N/A,N/A
4,intent,Agent_56048 is preparing to fight the Entity.,calm,curious
4,intent,Agent_814e6 is preparing to fight the Entity.,determined,brave
4,pregnancy,Agent_09019 got pregnant from Agent_da3ff.,N/A,N/A
5,intent,Agent_c73dd is preparing to fight the Entity.,hopeful,cautious
5,intent,Agent_18dda is preparing to fight the Entity.,determined,curious
5,intent,Agent_e7e63 is preparing to fight the Entity.,determined,empathetic
5,rest,Agent_e3113 took time to rest and feels more at peace.,determined,curious
5,intent,Agent_007b6 is preparing to fight the Entity.,hopeful,cautious
5,rest,Agent_dc6cb took time to rest and feels more at peace.,calm,curious
5,intent,Agent_07080 is preparing to fight the Entity.,determined,brave
5,training,"Agent_ac126 trained in the village: +2 health, +0 attack, +0 defense.",determined,cautious
5,training,"Agent_d1876 trained in the village: +1 health, +0 attack, +0 defense.",hopeful,brave
5,training,"Agent_fcca1 trained in the village: +1 health, +0 attack, +0 defense.",hopeful,curious
5,dialogue,"Agent_da3ff talks with Agent_86853: ""---""",N/A,N/A
5,training,"Agent_22c84 trained in the village: +2 health, +1 attack, +1 defense.",hopeful,curious
5,rest,Agent_09019 took time to rest and feels more at peace.,calm,aggressive
5,dialogue,"Agent_742b1 talks with Agent_e3fcf: ""Agent_742b1: Hey Agent_e3fcf. I was just thinking about the Entity.""",N/A,N/A
5,intent,Agent_b3042 is preparing to fight the Entity.,determined,curious
5,intent,Agent_a1e8a is preparing to fight the Entity.,determined,aggressive
5,intent,Agent_b0cdc is preparing to fight the Entity.,hopeful,aggressive
5,rest,Agent_6f7e7 took time to rest and feels more at peace.,calm,brave
5,training,"Agent_86364 trained in the village: +1 health, +0 attack, +1 defense.",determined,brave
5,rest,Agent_1164b took time to rest and feels more at peace.,hopeful,curious
5,rest,Agent_7d1ba took time to rest and feels more at peace.,determined,curious
5,dialogue,"Agent_b32fa talks with Agent_22c84: ""---""",N/A,N/A
5,training,"Agent_248d7 trained in the village: +1 health, +1 attack, +0 defense.",determined,cautious
5,training,"Agent_9e158 trained in the village: +1 health, +0 attack, +0 defense.",hopeful,empathetic
5,training,"Agent_9953f trained in the village: +1 health, +0 attack, +1 defense.",determined,brave
5,training,"Agent_2ad13 trained in the village: +1 health, +1 attack, +1 defense.",determined,brave
5,training,"Agent_de986 trained in the village: +1 health, +1 attack, +0 defense.",determined,brave
5,intent,Agent_9f46d is preparing to fight the Entity.,determined,aggressive
5,rest,Agent_cd3a2 took time to rest and feels more at peace.,determined,curious
5,rest,Agent_e3fcf took time to rest and feels more at peace.,determined,empathetic
5,rest,Agent_c39e9 took time to rest and feels more at peace.,hopeful,empathetic
5,training,"Agent_c44a6 trained in the village: +2 health, +0 attack, +1 defense.",hopeful,cautious
5,dialogue,"Agent_86853 talks with Agent_09019: ""---""",N/A,N/A
5,dialogue,"Agent_f5759 talks with Agent_007b6: ""Agent_f5759: Hey 007b6, how are you doing today?""",N/A,N/A
5,rest,Agent_ef8fa took time to rest and feels more at peace.,hopeful,curious
5,dialogue,"Agent_cca20 talks with Agent_5f8a9: ""---""",N/A,N/A
5,training,"Agent_ba26e trained in the village: +1 health, +1 attack, +1 defense.",determined,cautious
5,intent,Agent_19c44 is preparing to fight the Entity.,hopeful,empathetic
5,rest,Agent_5f8a9 took time to rest and feels more at peace.,calm,curious
5,intent,Agent_bec91 is preparing to fight the Entity.,determined,empathetic
5,training,"Agent_65c82 trained in the village: +1 health, +0 attack, +1 defense.",determined,brave
5,training,"Agent_56048 trained in the village: +2 health, +1 attack, +1 defense.",calm,curious
5,dialogue,"Agent_814e6 talks with Agent_7077c: ""---""",N/A,N/A
5,pregnancy,Agent_9f46d got pregnant from Agent_cca20.,N/A,N/A
6,training,"Agent_c73dd trained in the village: +2 health, +0 attack, +1 defense.",hopeful,cautious
6,intent,Agent_18dda is preparing to fight the Entity.,determined,curious
6,rest,Agent_e7e63 took time to rest and feels more at peace.,determined,empathetic
6,rest,Agent_007b6 took time to rest and feels more at peace.,hopeful,cautious
6,rest,Agent_dc6cb took time to rest and feels more at peace.,calm,curious
6,intent,Agent_07080 is preparing to fight the Entity.,determined,brave
6,training,"Agent_ac126 trained in the village: +1 health, +0 attack, +0 defense.",determined,cautious
6,training,"Agent_d1876 trained in the village: +1 health, +1 attack, +0 defense.",hopeful,brave
6,training,"Agent_fcca1 trained in the village: +1 health, +0 attack, +1 defense.",hopeful,curious
6,intent,Agent_da3ff is preparing to fight the Entity.,afraid,empathetic
6,training,"Agent_7077c trained in the village: +2 health, +1 attack, +0 defense.",hopeful,empathetic
6,dialogue,"Agent_20512 talks with Agent_ba26e: ""Agent_20512: Hey Agent_ba26e, how are you feeling today?
Agent_ba26e: Hi Agent_20512, I'm feeling a little anxious. I'm worried that the Entity will soon catch up to me.
Agent_20512: I know how you feel, but we can't let fear control us. We need to keep moving forward and find a way to stop the Entity once and for all.
Agent_ba26e: That's true, but it's hard to find hope in such a bleak situation.
Agent_20512: I understand, but""",N/A,N/A
6,intent,Agent_22c84 is preparing to fight the Entity.,hopeful,curious
6,dialogue,"Agent_09019 talks with Agent_ac126: ""Agent_09019: Hey, ac. I'm glad we met today. I've been thinking about our survival under the threat of the Entity. It's a scary world out there, but we can't let our fear overpower us.""",N/A,N/A
6,rest,Agent_742b1 took time to rest and feels more at peace.,calm,curious
6,intent,Agent_b3042 is preparing to fight the Entity.,determined,curious
6,intent,Agent_a1e8a is preparing to fight the Entity.,determined,aggressive
6,training,"Agent_b0cdc trained in the village: +1 health, +0 attack, +0 defense.",hopeful,aggressive
6,intent,Agent_a35f9 is preparing to fight the Entity.,hopeful,curious
6,rest,Agent_6f7e7 took time to rest and feels more at peace.,calm,brave
6,rest,Agent_86364 took time to rest and feels more at peace.,determined,brave
6,rest,Agent_1164b took time to rest and feels more at peace.,hopeful,curious
6,training,"Agent_7d1ba trained in the village: +1 health, +1 attack, +1 defense.",determined,curious
6,rest,Agent_b32fa took time to rest and feels more at peace.,calm,cautious
6,intent,Agent_248d7 is preparing to fight the Entity.,determined,cautious
6,training,"Agent_9e158 trained in the village: +2 health, +1 attack, +0 defense.",hopeful,empathetic
6,dialogue,"Agent_9953f talks with Agent_65c82: ""Agent_9953f: ""I'm glad to see you, Agent_65c82. I have some concerns, and I think we should work together to address them.""""",N/A,N/A
6,training,"Agent_2ad13 trained in the village: +1 health, +1 attack, +1 defense.",determined,brave
6,training,"Agent_de986 trained in the village: +2 health, +1 attack, +0 defense.",determined,brave
6,dialogue,"Agent_e957d talks with Agent_78e3e: ""---""",N/A,N/A
6,training,"Agent_9f46d trained in the village: +2 health, +0 attack, +0 defense.",determined,aggressive
6,rest,Agent_cd3a2 took time to rest and feels more at peace.,determined,curious
6,intent,Agent_e3fcf is preparing to fight the Entity.,determined,empathetic
6,rest,Agent_c39e9 took time to rest and feels more at peace.,hopeful,empathetic
6,intent,Agent_c44a6 is preparing to fight the Entity.,hopeful,cautious
6,intent,Agent_86853 is preparing to fight the Entity.,determined,brave
6,rest,Agent_3d10e took time to rest and feels more at peace.,hopeful,cautious
6,dialogue,"Agent_f5759 talks with Agent_ac126: ""Agent_f5759: ""Hey Agent_ac126, I heard about the Entity and how she's killing everyone who's at least 100 years old. It's really scary.""""",N/A,N/A
6,intent,Agent_cca20 is preparing to fight the Entity.,hopeful,curious
6,training,"Agent_ba26e trained in the village: +1 health, +1 attack, +0 defense.",determined,cautious
6,rest,Agent_19c44 took time to rest and feels more at peace.,hopeful,empathetic
6,training,"Agent_78e3e trained in the village: +2 health, +0 attack, +0 defense.",hopeful,cautious
6,training,"Agent_bec91 trained in the village: +1 health, +1 attack, +0 defense.",determined,empathetic
6,training,"Agent_65c82 trained in the village: +1 health, +0 attack, +0 defense.",determined,brave
6,training,"Agent_56048 trained in the village: +1 health, +0 attack, +0 defense.",calm,curious
6,training,"Agent_814e6 trained in the village: +2 health, +0 attack, +0 defense.",determined,brave
6,pregnancy,Agent_814e6 got pregnant from Agent_da3ff.,N/A,N/A
7,dialogue,"Agent_c73dd talks with Agent_56048: ""---""",N/A,N/A
7,training,"Agent_18dda trained in the village: +1 health, +1 attack, +0 defense.",determined,curious
7,training,"Agent_e7e63 trained in the village: +2 health, +0 attack, +1 defense.",determined,empathetic
7,training,"Agent_e3113 trained in the village: +2 health, +0 attack, +1 defense.",determined,curious
7,training,"Agent_007b6 trained in the village: +1 health, +0 attack, +0 defense.",hopeful,cautious
7,rest,Agent_dc6cb took time to rest and feels more at peace.,calm,curious
7,training,"Agent_07080 trained in the village: +1 health, +0 attack, +1 defense.",determined,brave
7,rest,Agent_ac126 took time to rest and feels more at peace.,determined,cautious
7,training,"Agent_d1876 trained in the village: +1 health, +0 attack, +1 defense.",hopeful,brave
7,intent,Agent_fcca1 is preparing to fight the Entity.,hopeful,curious
7,intent,Agent_7077c is preparing to fight the Entity.,hopeful,empathetic
7,intent,Agent_20512 is preparing to fight the Entity.,afraid,empathetic
7,intent,Agent_22c84 is preparing to fight the Entity.,hopeful,curious
7,training,"Agent_09019 trained in the village: +1 health, +0 attack, +0 defense.",determined,aggressive
7,dialogue,"Agent_742b1 talks with Agent_7077c: ""Agent_742b1: ""I'm scared, Agent 7077c. The Entity is getting closer every day. I don't know what to do.""
Agent_7077c: ""Don't worry, Agent 742b1. We can't change what's happening, but we can make a difference in how we live our lives. We should be grateful for the time we have left.""
Agent_742b1: ""I don't know. It's hard to find joy in life when we might be erased soon.""
Agent_7077c: ""We can't control the future, Agent""",N/A,N/A
7,dialogue,"Agent_b3042 talks with Agent_a1e8a: ""---""",N/A,N/A
7,training,"Agent_a1e8a trained in the village: +2 health, +1 attack, +1 defense.",determined,aggressive
7,training,"Agent_b0cdc trained in the village: +2 health, +0 attack, +0 defense.",hopeful,aggressive
7,training,"Agent_a35f9 trained in the village: +1 health, +0 attack, +0 defense.",hopeful,curious
7,rest,Agent_6f7e7 took time to rest and feels more at peace.,calm,brave
7,intent,Agent_86364 is preparing to fight the Entity.,determined,brave
7,rest,Agent_1164b took time to rest and feels more at peace.,hopeful,curious
7,training,"Agent_7d1ba trained in the village: +2 health, +0 attack, +0 defense.",determined,curious
7,dialogue,"Agent_b32fa talks with Agent_9f46d: ""Agent_b32fa:
Good evening, Agent_9f46d.""",N/A,N/A
7,intent,Agent_248d7 is preparing to fight the Entity.,determined,cautious
7,intent,Agent_9e158 is preparing to fight the Entity.,hopeful,empathetic
7,training,"Agent_9953f trained in the village: +2 health, +0 attack, +0 defense.",hopeful,brave
7,training,"Agent_2ad13 trained in the village: +2 health, +0 attack, +1 defense.",determined,brave
7,training,"Agent_de986 trained in the village: +1 health, +1 attack, +1 defense.",determined,brave
7,dialogue,"Agent_e957d talks with Agent_e7e63: ""Agent_e957d: ""I don't know how to feel about this. It's like we're living in a nightmare.""""",N/A,N/A
7,training,"Agent_9f46d trained in the village: +1 health, +1 attack, +0 defense.",determined,aggressive
7,rest,Agent_e3fcf took time to rest and feels more at peace.,determined,empathetic
7,rest,Agent_c39e9 took time to rest and feels more at peace.,hopeful,empathetic
7,training,"Agent_c44a6 trained in the village: +2 health, +0 attack, +0 defense.",hopeful,cautious
7,rest,Agent_cdc70 took time to rest and feels more at peace.,hopeful,cautious
7,training,"Agent_86853 trained in the village: +2 health, +0 attack, +1 defense.",determined,brave
